iso_code;date;people_fully_vaccinated;population;pfv
OWID_AFR;30/10/2020;;1340598113;
OWID_AFR;31/10/2020;;1340598113;
OWID_AFR;01/11/2020;;1340598113;
OWID_AFR;02/11/2020;;1340598113;
OWID_AFR;03/11/2020;;1340598113;
OWID_AFR;04/11/2020;;1340598113;
OWID_AFR;05/11/2020;;1340598113;
OWID_AFR;06/11/2020;;1340598113;
OWID_AFR;07/11/2020;;1340598113;
OWID_AFR;08/11/2020;;1340598113;
OWID_AFR;09/11/2020;;1340598113;
OWID_AFR;10/11/2020;;1340598113;
OWID_AFR;11/11/2020;;1340598113;
OWID_AFR;12/11/2020;;1340598113;
OWID_AFR;13/11/2020;;1340598113;
OWID_AFR;14/11/2020;;1340598113;
OWID_AFR;15/11/2020;;1340598113;
OWID_AFR;16/11/2020;;1340598113;
OWID_AFR;17/11/2020;;1340598113;
OWID_AFR;18/11/2020;;1340598113;
OWID_AFR;19/11/2020;;1340598113;
OWID_AFR;20/11/2020;;1340598113;
OWID_AFR;21/11/2020;;1340598113;
OWID_AFR;22/11/2020;;1340598113;
OWID_AFR;23/11/2020;;1340598113;
OWID_AFR;24/11/2020;;1340598113;
OWID_AFR;25/11/2020;;1340598113;
OWID_AFR;26/11/2020;;1340598113;
OWID_AFR;27/11/2020;;1340598113;
OWID_AFR;28/11/2020;;1340598113;
OWID_AFR;29/11/2020;;1340598113;
OWID_AFR;30/11/2020;;1340598113;
OWID_AFR;01/12/2020;;1340598113;
OWID_AFR;02/12/2020;;1340598113;
OWID_AFR;03/12/2020;;1340598113;
OWID_AFR;04/12/2020;;1340598113;
OWID_AFR;05/12/2020;;1340598113;
OWID_AFR;06/12/2020;;1340598113;
OWID_AFR;07/12/2020;;1340598113;
OWID_AFR;08/12/2020;;1340598113;
OWID_AFR;09/12/2020;;1340598113;
OWID_AFR;10/12/2020;;1340598113;
OWID_AFR;11/12/2020;;1340598113;
OWID_AFR;12/12/2020;;1340598113;
OWID_AFR;13/12/2020;;1340598113;
OWID_AFR;14/12/2020;;1340598113;
OWID_AFR;15/12/2020;;1340598113;
OWID_AFR;16/12/2020;;1340598113;
OWID_AFR;17/12/2020;;1340598113;
OWID_AFR;18/12/2020;;1340598113;
OWID_AFR;19/12/2020;;1340598113;
OWID_AFR;20/12/2020;;1340598113;
